,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
775,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",140.0,1,0,1,1,female,0,22,0,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout
776,single,Change of course,1,Veterinary Nursing,daytime,Secondary education,162.0,Portuguese,Higher Education - Bachelor's,Secondary Education - 12th Year,Administrative staff,Administrative staff,162.0,0,0,0,1,female,0,19,0,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Non-Dropout
777,single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,148.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's,Administrative staff,Specialists in Intellectual and Scientific Activities,131.6,1,0,0,1,female,0,21,0,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout
778,single,2nd phase - general contingent,1,Basic Education,daytime,Secondary education,119.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Technicians and professionals, of intermediate level of health","Technicians and professionals, of intermediate level of health",110.6,0,0,0,1,female,0,20,0,0,7,9,6,11.833333333333334,0,0,7,7,6,14.333333333333334,0,11.1,0.6,2.02,Non-Dropout
779,single,2nd phase - general contingent,3,Journalism and Communication,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.4,1,0,0,1,female,1,18,0,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,16.2,0.3,-0.92,Non-Dropout
780,single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",137.8,1,0,0,1,female,1,18,0,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Non-Dropout
781,single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,113.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,106.7,1,0,1,1,female,0,20,0,0,6,10,2,11.666666666666666,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout
782,single,1st phase - general contingent,1,Nursing,daytime,Secondary education,152.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,156.9,0,0,0,1,female,1,18,0,0,7,10,7,14.668,0,0,8,8,8,14.63375,0,15.5,2.8,-4.06,Non-Dropout
783,single,1st phase - general contingent,3,Nursing,daytime,Secondary education,154.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Legislative/Executive/Directors,Intermediate Level Technicians and Professions,129.0,1,0,0,1,female,0,18,0,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12,Non-Dropout
784,single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year,Unknown,Unskilled Workers,Unskilled Workers,124.8,1,0,0,1,female,1,20,0,0,6,7,5,12.8,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Non-Dropout
785,single,1st phase - general contingent,1,Social Service,daytime,Secondary education,121.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Legislative/Executive/Directors,Legislative/Executive/Directors,115.1,1,0,0,1,female,0,19,0,0,6,10,6,10.833333333333334,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,Non-Dropout
786,single,1st phase - general contingent,1,Communication Design,daytime,Secondary education,153.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Legislative/Executive/Directors,Specialists in Intellectual and Scientific Activities,146.7,1,0,0,1,female,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,5,14.0,0,12.7,3.7,-1.7,Non-Dropout
787,single,1st phase - general contingent,1,Nursing,daytime,Secondary education,148.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",132.8,0,0,0,1,female,0,18,0,0,8,8,7,14.537142857142856,0,0,8,8,7,14.537142857142856,0,10.8,1.4,1.74,Non-Dropout
788,single,1st phase - special contingent (Azores Island),3,Veterinary Nursing,daytime,Secondary education,143.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Student,Other Situation,159.1,0,0,1,1,female,1,18,0,0,5,5,5,14.4,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Dropout
789,single,2nd phase - general contingent,3,Animation and Multimedia Design,daytime,Secondary education,147.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,137.6,1,0,0,1,female,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Non-Dropout
790,single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,124.0,0,0,0,1,female,1,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.833333333333334,0,11.1,0.6,2.02,Non-Dropout
791,single,Over 23 years old,1,Nursing,daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,149.0,0,0,0,0,male,0,36,0,0,6,15,2,11.5,0,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout
792,single,2nd phase - general contingent,1,Social Service,daytime,Secondary education,145.0,Portuguese,Secondary Education - 12th Year,Higher education - degree (1st cycle),Unskilled Workers,Specialists in Intellectual and Scientific Activities,129.6,0,0,0,1,female,1,19,0,0,6,7,6,11.333333333333334,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Non-Dropout
793,single,2nd phase - general contingent,3,Social Service,daytime,Secondary education,118.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",110.0,1,0,0,1,female,0,18,0,0,6,6,6,12.0,0,0,6,6,5,13.6,0,8.9,1.4,3.51,Non-Dropout
794,single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,116.1,0,0,0,1,female,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Non-Dropout
795,single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,133.3,1,0,0,1,female,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Non-Dropout
796,single,Technological specialization diploma holders,1,Communication Design,daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled Workers,Installation and Machine Operators and Assembly Workers,144.3,1,0,0,1,female,0,19,0,2,7,7,7,13.0,0,5,9,9,9,13.22222222222222,0,12.4,0.5,1.79,Non-Dropout
797,single,3rd phase - general contingent,3,Nursing,daytime,Secondary education,145.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Installation and Machine Operators and Assembly Workers,133.6,1,0,0,1,female,0,18,0,0,7,8,7,13.087142857142856,0,0,8,8,8,12.95,0,11.1,0.6,2.02,Non-Dropout
798,single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,123.2,1,0,0,1,female,1,19,0,0,6,8,6,13.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,Non-Dropout
799,single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,127.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",137.2,1,0,0,1,female,0,18,0,0,6,7,6,12.166666666666666,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Non-Dropout
800,single,Short cycle diploma holders,1,Communication Design,daytime,Professional higher technical course,130.0,Portuguese,Higher education - degree (1st cycle),Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",130.0,1,0,0,0,female,1,22,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Non-Dropout
801,single,1st phase - general contingent,2,Social Service,daytime,Secondary education,117.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled Workers,Installation and Machine Operators and Assembly Workers,110.0,1,0,1,0,female,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
802,single,2nd phase - general contingent,4,Management,daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",118.0,1,0,0,1,female,0,19,0,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Non-Dropout
803,single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,141.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,128.4,1,0,0,1,female,0,18,0,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Non-Dropout
804,single,1st phase - general contingent,3,Basic Education,daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,113.6,0,0,0,1,female,0,19,0,0,7,7,7,13.857142857142858,0,0,7,7,7,14.285714285714286,0,11.1,0.6,2.02,Non-Dropout
805,single,2nd phase - general contingent,2,Management,daytime,Secondary education,118.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled Workers,Intermediate Level Technicians and Professions,113.5,1,0,1,1,female,0,20,0,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Non-Dropout
806,single,2nd phase - general contingent,3,Communication Design,daytime,Secondary education,142.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",146.9,1,0,0,1,female,1,18,0,0,6,6,6,13.0,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Non-Dropout
807,single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,143.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,141.3,0,0,1,0,female,0,23,0,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,Non-Dropout
808,single,1st phase - general contingent,4,Journalism and Communication,daytime,Secondary education,143.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",129.7,1,0,0,1,female,0,20,0,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
809,single,1st phase - general contingent,5,Communication Design,daytime,Secondary education,123.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Unskilled Workers,Intermediate Level Technicians and Professions,121.3,1,0,0,1,female,0,20,0,0,6,6,6,11.166666666666666,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Non-Dropout
810,single,1st phase - general contingent,1,Social Service,daytime,Secondary education,115.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled Workers,Administrative staff,109.1,1,0,1,0,female,1,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
811,single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,112.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",107.1,1,0,0,1,female,1,18,0,0,7,8,7,12.142857142857142,0,0,7,9,6,13.666666666666666,0,11.1,0.6,2.02,Non-Dropout
812,single,2nd phase - general contingent,1,Nursing,daytime,Secondary education,135.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,129.2,0,0,0,1,female,1,18,0,0,7,7,7,14.145714285714286,0,0,8,9,8,13.627777777777778,0,11.1,0.6,2.02,Non-Dropout
813,single,1st phase - general contingent,1,Nursing,daytime,Secondary education,162.0,Portuguese,Higher Education - Degree,Higher Education - Master,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,154.1,0,0,0,1,female,0,18,0,0,7,7,7,14.45,0,0,8,9,8,14.144444444444444,0,11.1,0.6,2.02,Non-Dropout
814,single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,143.0,Portuguese,Basic Education 3rd Cycle,Higher Education - Degree,Administrative staff,Administrative staff,147.2,0,0,0,1,female,0,18,0,0,7,7,7,15.714285714285714,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Non-Dropout
815,single,Change of institution/course,1,Management,daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Administrative staff,120.0,0,0,0,1,female,0,21,0,0,5,9,5,12.8,0,0,5,11,3,12.666666666666666,0,11.1,0.6,2.02,Non-Dropout
816,single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",130.8,0,0,0,1,female,0,20,0,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Non-Dropout
817,single,1st phase - special contingent (Madeira Island),1,Communication Design,daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Administrative staff,120.8,1,0,0,1,female,0,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Non-Dropout
818,single,2nd phase - general contingent,2,Nursing,daytime,Secondary education,132.0,Portuguese,Basic Education 3rd Cycle,Basic education 1st cycle,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",125.4,1,0,0,0,female,1,20,0,0,7,7,7,13.462857142857144,0,0,8,10,7,13.164285714285716,0,11.1,0.6,2.02,Non-Dropout
819,single,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary education,123.0,Portuguese,Unknown,Basic education 1st cycle,Unskilled Workers,Other Situation,121.3,1,0,0,1,female,0,25,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Non-Dropout
820,single,1st phase - general contingent,1,Management,daytime,Secondary education,142.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,127.0,1,0,0,1,female,1,18,0,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Non-Dropout
821,single,1st phase - general contingent,3,Animation and Multimedia Design,daytime,Secondary education,147.0,Portuguese,Other - 11th Year,Basic Education 3rd Cycle,Unskilled Workers,Intermediate Level Technicians and Professions,151.6,1,0,0,1,female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Non-Dropout
822,single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,140.0,Spanish,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",131.6,1,0,0,1,female,0,20,1,0,7,9,6,14.714285714285714,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Non-Dropout
823,single,1st phase - general contingent,2,Social Service,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,106.0,1,0,0,1,female,1,20,0,0,6,7,6,12.571428571428571,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Non-Dropout
824,single,3rd phase - general contingent,4,Journalism and Communication,daytime,Secondary education,114.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled Workers,Unskilled Workers,111.6,1,0,0,1,female,1,21,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Non-Dropout
825,single,2nd phase - general contingent,3,Advertising and Marketing Management,daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Administrative staff,Intermediate Level Technicians and Professions,117.3,1,0,0,1,female,0,18,0,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Non-Dropout
826,single,2nd phase - general contingent,1,Basic Education,daytime,Secondary education,127.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",121.4,1,0,0,1,female,0,18,0,0,7,8,7,11.571428571428571,0,0,7,9,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
827,single,1st phase - general contingent,3,Communication Design,daytime,Secondary education,132.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",126.1,1,0,0,1,female,1,18,0,0,6,6,6,15.833333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,Non-Dropout
828,single,1st phase - general contingent,4,Nursing,daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",137.0,1,0,0,1,female,0,18,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Non-Dropout
